"Date","SessionStart","FocalStart","FocalEnd","Type","Observer","Recorder","DeviceName","Group","UniqueFocalCode","ScanStart","GroupBehavior","GroupVisibility","ScanID","ScanBehavior","ScanBehaviorType","PlantPart","PlantSpecies","InvolvedID","x_position","y_position","device_ID","layout_info_json_version","behaviors_json_version","session_start_timeStamp","session_end_timeStamp","scan_timeStamp"
2022-02-23,"07:06:17","09:21:47","09:24:10","abort","Alex;Wil Esteban;Sam;Lara;Sarah","Sam","Tenorio","T","TIN_2022-02-23,09:21:47","09:21:47","Resting","51 - 75% Visible","PIO",NA,NA,NA,NA,NA,-1.352542281,-1.393220305,"7AE508F8-20A6-4E59-9809-42859598EEA8","v4.0","v4.0","2022-02-23,07:06:17",NA,"2022-02-23,09:21:47"
2022-02-23,"07:06:17","09:21:47","09:24:10","abort","Alex;Wil Esteban;Sam;Lara;Sarah","Sam","Tenorio","T","TIN_2022-02-23,09:21:47","09:21:47","Resting","51 - 75% Visible","TRU",NA,NA,NA,NA,NA,-4.555932045,-2.918643951,"7AE508F8-20A6-4E59-9809-42859598EEA8","v4.0","v4.0","2022-02-23,07:06:17",NA,"2022-02-23,09:21:47"
2022-02-24,"05:59:00","09:55:07","10:01:44","abort","Wil Esteban;Sam;Lara;Sarah;Other","Wil Esteban;Sam;Lara;Sarah;Other","Tenorio","T","PUC_2022-02-24,09:55:07","09:55:07","Socializing","25% or less Visible","PUC","SOCIAL","Aggression capuchin",NA,NA,"TER",0,0,"7AE508F8-20A6-4E59-9809-42859598EEA8","v4.0","v4.0","2022-02-24,05:59:00",NA,"2022-02-24,09:55:07"
2022-02-24,"05:59:00","09:55:07","10:01:44","abort","Wil Esteban;Sam;Lara;Sarah;Other","Wil Esteban;Sam;Lara;Sarah;Other","Tenorio","T","PUC_2022-02-24,09:55:07","09:55:07","Socializing","25% or less Visible","TER",NA,NA,NA,NA,NA,-4.230508327,0.844067752,"7AE508F8-20A6-4E59-9809-42859598EEA8","v4.0","v4.0","2022-02-24,05:59:00",NA,"2022-02-24,09:55:07"
2022-02-24,"05:59:00","09:55:07","10:01:44","abort","Wil Esteban;Sam;Lara;Sarah;Other","Wil Esteban;Sam;Lara;Sarah;Other","Tenorio","T","PUC_2022-02-24,09:55:07","10:00:07","Traveling - Ground","25% or less Visible","PUC","TRAVEL","Ground",NA,NA,NA,0,0,"7AE508F8-20A6-4E59-9809-42859598EEA8","v4.0","v4.0","2022-02-24,05:59:00",NA,"2022-02-24,10:00:07"
2022-02-25,"06:03:59","08:57:43","09:05:41","abort","Wil Esteban;Sam;Lara;Sarah","Sam","Tenorio","T","TET_2022-02-25,08:57:43","08:57:43","Foraging - Tree","25% or less Visible","TET","FORAGE","Ground",NA,NA,NA,0,0,"7AE508F8-20A6-4E59-9809-42859598EEA8","v4.0","v4.0","2022-02-25,06:03:59","2022-02-25,11:18:25","2022-02-25,08:57:43"
2022-02-25,"06:03:59","08:57:43","09:05:41","abort","Wil Esteban;Sam;Lara;Sarah","Sam","Tenorio","T","TET_2022-02-25,08:57:43","09:02:43","Resting","25% or less Visible","TET","REST",NA,NA,NA,NA,0,0,"7AE508F8-20A6-4E59-9809-42859598EEA8","v4.0","v4.0","2022-02-25,06:03:59","2022-02-25,11:18:25","2022-02-25,09:02:43"
2022-03-23,"08:51:12","13:02:16","13:06:37","abort","Alex;Juan Carlos;Sam;Elena","Sam;Elena","Arenal","R","PIG_2022-03-23,13:02:16","13:02:16","Resting","51 - 75% Visible","PIG","REST",NA,NA,NA,NA,0,0,"D06FD8E6-0EA1-41B8-A0B7-21AE757690BE","v4.1","v4.1","2022-03-23,08:51:12",NA,"2022-03-23,13:02:16"
2022-03-23,"08:51:12","13:02:16","13:06:37","abort","Alex;Juan Carlos;Sam;Elena","Sam;Elena","Arenal","R","PIG_2022-03-23,13:02:16","13:02:16","Resting","51 - 75% Visible","POO",NA,NA,NA,NA,NA,0.508474588,0.254237294,"D06FD8E6-0EA1-41B8-A0B7-21AE757690BE","v4.1","v4.1","2022-03-23,08:51:12",NA,"2022-03-23,13:02:16"
2022-03-23,"08:51:12","13:02:16","13:06:37","abort","Alex;Juan Carlos;Sam;Elena","Sam;Elena","Arenal","R","PIG_2022-03-23,13:02:16","13:02:16","Resting","51 - 75% Visible","PAJ",NA,NA,NA,NA,NA,-3.85423708,4.322033882,"D06FD8E6-0EA1-41B8-A0B7-21AE757690BE","v4.1","v4.1","2022-03-23,08:51:12",NA,"2022-03-23,13:02:16"
2022-04-05,"07:03:24","08:58:56","09:03:54","abort","Wil Esteban;Agostina;Elena","Wil Esteban;Agostina;Elena","Jane","M","MIS_2022-04-05,08:58:56","08:58:56","Resting","51 - 75% Visible","MIS","SOCIAL","Receiving Grooming",NA,NA,"MUL",0,0,"B55C5181-F1E1-4674-86D8-50107ED445A6","v4.1","v4.1","2022-04-05,07:03:24",NA,"2022-04-05,08:58:56"
2022-04-05,"07:03:24","08:58:56","09:03:54","abort","Wil Esteban;Agostina;Elena","Wil Esteban;Agostina;Elena","Jane","M","MIS_2022-04-05,08:58:56","08:58:56","Resting","51 - 75% Visible","MUL",NA,NA,NA,NA,NA,-0.183050841,-0.386440665,"B55C5181-F1E1-4674-86D8-50107ED445A6","v4.1","v4.1","2022-04-05,07:03:24",NA,"2022-04-05,08:58:56"
2022-04-05,"07:03:24","08:58:56","09:03:54","abort","Wil Esteban;Agostina;Elena","Wil Esteban;Agostina;Elena","Jane","M","MIS_2022-04-05,08:58:56","08:58:56","Resting","51 - 75% Visible","MIE",NA,NA,NA,NA,NA,0.244067788,1.067796588,"B55C5181-F1E1-4674-86D8-50107ED445A6","v4.1","v4.1","2022-04-05,07:03:24",NA,"2022-04-05,08:58:56"
2022-04-07,"08:28:45","11:41:11","11:47:51","abort","Wil Esteban;Elena","Wil Esteban;Elena","Jane","T","TRU_2022-04-07,11:41:11","11:41:11","Resting","51 - 75% Visible","TRU","FORAGE","Tree",NA,NA,NA,0,0,"B55C5181-F1E1-4674-86D8-50107ED445A6","v4.1","v4.1","2022-04-07,08:28:45",NA,"2022-04-07,11:41:11"
2022-04-07,"08:28:45","11:41:11","11:47:51","abort","Wil Esteban;Elena","Wil Esteban;Elena","Jane","T","TRU_2022-04-07,11:41:11","11:46:11","Resting","51 - 75% Visible","TRU","SOCIAL","Grooming",NA,NA,"UI",0,0,"B55C5181-F1E1-4674-86D8-50107ED445A6","v4.1","v4.1","2022-04-07,08:28:45",NA,"2022-04-07,11:46:11"
2022-04-07,"08:28:45","11:41:11","11:47:51","abort","Wil Esteban;Elena","Wil Esteban;Elena","Jane","T","TRU_2022-04-07,11:41:11","11:46:11","Resting","51 - 75% Visible","TOT",NA,NA,NA,NA,NA,1.698305011,1.820338964,"B55C5181-F1E1-4674-86D8-50107ED445A6","v4.1","v4.1","2022-04-07,08:28:45",NA,"2022-04-07,11:46:11"
2022-04-07,"08:28:45","11:41:11","11:47:51","abort","Wil Esteban;Elena","Wil Esteban;Elena","Jane","T","TRU_2022-04-07,11:41:11","11:46:11","Resting","51 - 75% Visible","UI",NA,NA,NA,NA,NA,0.091525421,-1.850847363,"B55C5181-F1E1-4674-86D8-50107ED445A6","v4.1","v4.1","2022-04-07,08:28:45",NA,"2022-04-07,11:46:11"
2022-04-07,"08:28:45","11:41:11","11:47:51","abort","Wil Esteban;Elena","Wil Esteban;Elena","Jane","T","TRU_2022-04-07,11:41:11","11:46:11","Resting","51 - 75% Visible","UI 2",NA,NA,NA,NA,NA,2.349152565,-1.128813505,"B55C5181-F1E1-4674-86D8-50107ED445A6","v4.1","v4.1","2022-04-07,08:28:45",NA,"2022-04-07,11:46:11"
2022-04-08,"07:01:34","08:49:42","08:59:42","abort","Wil Esteban;Elena","Wil Esteban;Elena","Jane","T","PES_2022-04-08,08:49:42","08:49:42","Resting","26 - 50% Visible","PES","REST",NA,NA,NA,NA,0,0,"B55C5181-F1E1-4674-86D8-50107ED445A6","v4.1","v4.1","2022-04-08,07:01:34",NA,"2022-04-08,08:49:42"
2022-04-08,"07:01:34","08:49:42","08:59:42","abort","Wil Esteban;Elena","Wil Esteban;Elena","Jane","T","PES_2022-04-08,08:49:42","08:49:42","Resting","26 - 50% Visible","PAL",NA,NA,NA,NA,NA,-0.579661012,-0.061016947,"B55C5181-F1E1-4674-86D8-50107ED445A6","v4.1","v4.1","2022-04-08,07:01:34",NA,"2022-04-08,08:49:42"
2022-04-08,"07:01:34","08:49:42","08:59:42","abort","Wil Esteban;Elena","Wil Esteban;Elena","Jane","T","PES_2022-04-08,08:49:42","08:54:42","Resting","26 - 50% Visible","PES","REST",NA,NA,NA,NA,0,0,"B55C5181-F1E1-4674-86D8-50107ED445A6","v4.1","v4.1","2022-04-08,07:01:34",NA,"2022-04-08,08:54:42"
2022-04-08,"07:01:34","08:49:42","08:59:42","abort","Wil Esteban;Elena","Wil Esteban;Elena","Jane","T","PES_2022-04-08,08:49:42","08:54:42","Resting","26 - 50% Visible","PAL",NA,NA,NA,NA,NA,-0.101694912,1.220338941,"B55C5181-F1E1-4674-86D8-50107ED445A6","v4.1","v4.1","2022-04-08,07:01:34",NA,"2022-04-08,08:54:42"
2022-04-13,"13:54:38","13:56:38","13:59:34","abort","Juan Carlos;Sam","Lara","Jane","M","MAU_2022-04-13,13:56:38","13:56:38","Resting","25% or less Visible","MAU","REST",NA,NA,NA,NA,0,0,"B55C5181-F1E1-4674-86D8-50107ED445A6","v4.1","v4.1","2022-04-13,13:54:38",NA,"2022-04-13,13:56:38"
2022-04-13,"13:54:38","14:01:06","14:05:31","abort","Juan Carlos;Sam","Lara","Jane","M","MAU_2022-04-13,14:01:06","14:01:06","Socializing","51 - 75% Visible","MAU","SOCIAL","Receiving Grooming",NA,NA,"MOZ",0,0,"B55C5181-F1E1-4674-86D8-50107ED445A6","v4.1","v4.1","2022-04-13,13:54:38",NA,"2022-04-13,14:01:06"
2022-04-13,"13:54:38","14:01:06","14:05:31","abort","Juan Carlos;Sam","Lara","Jane","M","MAU_2022-04-13,14:01:06","14:01:06","Socializing","51 - 75% Visible","MOZ",NA,NA,NA,NA,NA,0.010169491,-0.132203385,"B55C5181-F1E1-4674-86D8-50107ED445A6","v4.1","v4.1","2022-04-13,13:54:38",NA,"2022-04-13,14:01:06"
2022-03-02,"05:38:37","10:03:35","10:09:04","abort","Wil Esteban;Lev;Agostina;Sarah;Other","Lev","Marie","M","MAU_2022-03-02,10:03:35","10:03:35","Foraging - Tree","26 - 50% Visible","MAU","FEED",NA,NA,NA,NA,0,0,"5B7CFADE-EE46-4CEE-8220-7028D06618CE","v4.1","v4.1","2022-03-02,05:38:37",NA,"2022-03-02,10:03:35"
2022-03-02,"05:38:37","10:03:35","10:09:04","abort","Wil Esteban;Lev;Agostina;Sarah;Other","Lev","Marie","M","MAU_2022-03-02,10:03:35","10:08:35","Foraging - Tree","25% or less Visible","MAU","TRAVEL","Tree",NA,NA,NA,0,0,"5B7CFADE-EE46-4CEE-8220-7028D06618CE","v4.1","v4.1","2022-03-02,05:38:37",NA,"2022-03-02,10:08:35"
2022-03-03,"08:24:40","13:48:03","13:58:03","abort","Wil Esteban;Agostina;Lara","Wil Esteban","Marie","M","MAN_2022-03-03,13:48:03","13:48:03","Foraging - Tree","25% or less Visible","MAN","FEED",NA,NA,NA,NA,0,0,"5B7CFADE-EE46-4CEE-8220-7028D06618CE","v4.1","v4.1","2022-03-03,08:24:40",NA,"2022-03-03,13:48:03"
2022-03-03,"08:24:40","13:48:03","13:58:03","abort","Wil Esteban;Agostina;Lara","Wil Esteban","Marie","M","MAN_2022-03-03,13:48:03","13:48:03","Foraging - Tree","25% or less Visible","MAY",NA,NA,NA,NA,NA,-4.149152279,-0.508474588,"5B7CFADE-EE46-4CEE-8220-7028D06618CE","v4.1","v4.1","2022-03-03,08:24:40",NA,"2022-03-03,13:48:03"
2022-03-03,"08:24:40","13:48:03","13:58:03","abort","Wil Esteban;Agostina;Lara","Wil Esteban","Marie","M","MAN_2022-03-03,13:48:03","13:53:03","Foraging - Tree","25% or less Visible","MAN","TRAVEL","Tree",NA,NA,NA,0,0,"5B7CFADE-EE46-4CEE-8220-7028D06618CE","v4.1","v4.1","2022-03-03,08:24:40",NA,"2022-03-03,13:53:03"
2022-03-03,"08:24:40","16:35:33","16:40:54","abort","Wil Esteban;Agostina;Lara","Wil Esteban","Marie","M","MAN_2022-03-03,16:35:33","16:35:33","Resting","25% or less Visible","MAN","REST",NA,NA,NA,NA,0,0,"5B7CFADE-EE46-4CEE-8220-7028D06618CE","v4.1","v4.1","2022-03-03,08:24:40",NA,"2022-03-03,16:35:33"
2022-03-03,"08:24:40","16:47:56","16:51:36","abort","Wil Esteban;Agostina;Lara","Wil Esteban","Marie","M","MAN_2022-03-03,16:47:56","16:47:56","Foraging - Tree","25% or less Visible","MAN","SELF-DIRECTED","Grooming",NA,NA,NA,0,0,"5B7CFADE-EE46-4CEE-8220-7028D06618CE","v4.1","v4.1","2022-03-03,08:24:40",NA,"2022-03-03,16:47:56"
2022-03-03,"08:24:40","16:47:56","16:51:36","abort","Wil Esteban;Agostina;Lara","Wil Esteban","Marie","M","MAN_2022-03-03,16:47:56","16:47:56","Foraging - Tree","25% or less Visible","MOZ",NA,NA,NA,NA,NA,-4.911864281,-2.664406776,"5B7CFADE-EE46-4CEE-8220-7028D06618CE","v4.1","v4.1","2022-03-03,08:24:40",NA,"2022-03-03,16:47:56"
2022-03-04,"06:55:58","11:47:29","11:52:47","abort","Wil Esteban;Sam;Lev;Agostina;Lara;Sarah","Sam","Marie","M","MAY_2022-03-04,11:47:29","11:47:29","Foraging - Tree","26 - 50% Visible","MAY","FORAGE","Tree",NA,NA,NA,0,0,"5B7CFADE-EE46-4CEE-8220-7028D06618CE","v4.1","v4.1","2022-03-04,06:55:58",NA,"2022-03-04,11:47:29"
2022-03-04,"06:55:58","11:47:29","11:52:47","abort","Wil Esteban;Sam;Lev;Agostina;Lara;Sarah","Sam","Marie","M","MAY_2022-03-04,11:47:29","11:47:29","Foraging - Tree","26 - 50% Visible","MUL",NA,NA,NA,NA,NA,-5.572881222,-0.355932176,"5B7CFADE-EE46-4CEE-8220-7028D06618CE","v4.1","v4.1","2022-03-04,06:55:58",NA,"2022-03-04,11:47:29"
2022-03-04,"06:55:58","11:47:29","11:52:47","abort","Wil Esteban;Sam;Lev;Agostina;Lara;Sarah","Sam","Marie","M","MAY_2022-03-04,11:47:29","11:47:29","Foraging - Tree","26 - 50% Visible","MOZ",NA,NA,NA,NA,NA,-4.128813267,-3.701694727,"5B7CFADE-EE46-4CEE-8220-7028D06618CE","v4.1","v4.1","2022-03-04,06:55:58",NA,"2022-03-04,11:47:29"
2022-03-04,"06:55:58","11:47:29","11:52:47","abort","Wil Esteban;Sam;Lev;Agostina;Lara;Sarah","Sam","Marie","M","MAY_2022-03-04,11:47:29","11:47:29","Foraging - Tree","26 - 50% Visible","MIE",NA,NA,NA,NA,NA,-4.281355858,-0.213559315,"5B7CFADE-EE46-4CEE-8220-7028D06618CE","v4.1","v4.1","2022-03-04,06:55:58",NA,"2022-03-04,11:47:29"
2022-03-04,"15:29:19","15:29:24","15:31:17","abort","Lev;Agostina;Sarah","Lev","Marie","M","MAU_2022-03-04,15:29:24","15:29:24","Foraging - Tree","25% or less Visible","MAU","FEED",NA,NA,NA,NA,0,0,"5B7CFADE-EE46-4CEE-8220-7028D06618CE","v4.1","v4.1","2022-03-04,15:29:19","2022-03-04,15:34:58","2022-03-04,15:29:24"
2022-03-04,"15:29:19","15:29:24","15:31:17","abort","Lev;Agostina;Sarah","Lev","Marie","M","MAU_2022-03-04,15:29:24","15:29:24","Foraging - Tree","25% or less Visible","MAN",NA,NA,NA,NA,NA,-5.501694679,-0.396610141,"5B7CFADE-EE46-4CEE-8220-7028D06618CE","v4.1","v4.1","2022-03-04,15:29:19","2022-03-04,15:34:58","2022-03-04,15:29:24"
2022-03-21,"16:07:54","16:25:34","16:31:15","abort","Juan Carlos;Sam;Lara;Elena","Sam","Marie","P","PRU_2022-03-21,16:25:34","16:25:34","Traveling - Tree","25% or less Visible","PRU","TRAVEL","Tree",NA,NA,NA,0,0,"5B7CFADE-EE46-4CEE-8220-7028D06618CE","v4.1","v4.1","2022-03-21,16:07:54","2022-03-21,16:53:48","2022-03-21,16:25:34"
2022-03-18,"05:39:01","07:44:30","07:50:51","abort","Lev;Sarah","Lev;Sarah","Miravalles","T","PED_2022-03-18,07:44:30","07:44:30","Foraging - Ground","25% or less Visible","PED","VIGILANT",NA,NA,NA,NA,0,0,"39FF7BB5-6159-4FC5-B05B-3DB10706BC43","v4.1","v4.1","2022-03-18,05:39:01","2022-03-18,11:08:54","2022-03-18,07:44:30"
2022-03-18,"05:39:01","07:44:30","07:50:51","abort","Lev;Sarah","Lev;Sarah","Miravalles","T","PED_2022-03-18,07:44:30","07:44:30","Foraging - Ground","25% or less Visible","PAL",NA,NA,NA,NA,NA,-5.583050728,0.162711859,"39FF7BB5-6159-4FC5-B05B-3DB10706BC43","v4.1","v4.1","2022-03-18,05:39:01","2022-03-18,11:08:54","2022-03-18,07:44:30"
2022-03-18,"05:39:01","07:44:30","07:50:51","abort","Lev;Sarah","Lev;Sarah","Miravalles","T","PED_2022-03-18,07:44:30","07:44:30","Foraging - Ground","25% or less Visible","TES",NA,NA,NA,NA,NA,-5.135592937,-2.511864424,"39FF7BB5-6159-4FC5-B05B-3DB10706BC43","v4.1","v4.1","2022-03-18,05:39:01","2022-03-18,11:08:54","2022-03-18,07:44:30"
2022-03-18,"05:39:01","08:13:01","08:17:09","abort","Lev;Sarah","Lev;Sarah","Miravalles","T","TAN_2022-03-18,08:13:01","08:13:01","Foraging - Tree","26 - 50% Visible","TAN","FORAGE","Tree",NA,NA,NA,0,0,"39FF7BB5-6159-4FC5-B05B-3DB10706BC43","v4.1","v4.1","2022-03-18,05:39:01","2022-03-18,11:08:54","2022-03-18,08:13:01"
2022-03-21,"16:17:52","16:39:13","16:49:13","abort","Alex;Wil Esteban;Lev;Sarah","Alex;Wil Esteban;Lev;Sarah","Miravalles","T","TAB_2022-03-21,16:39:13","16:39:13","Socializing","26 - 50% Visible","TAB","FORAGE","Tree",NA,NA,NA,0,0,"39FF7BB5-6159-4FC5-B05B-3DB10706BC43","v4.1","v4.1","2022-03-21,16:17:52",NA,"2022-03-21,16:39:13"
2022-03-21,"16:17:52","16:39:13","16:49:13","abort","Alex;Wil Esteban;Lev;Sarah","Alex;Wil Esteban;Lev;Sarah","Miravalles","T","TAB_2022-03-21,16:39:13","16:39:13","Socializing","26 - 50% Visible","TER",NA,NA,NA,NA,NA,-3.599999905,3.894915104,"39FF7BB5-6159-4FC5-B05B-3DB10706BC43","v4.1","v4.1","2022-03-21,16:17:52",NA,"2022-03-21,16:39:13"
2022-03-21,"16:17:52","16:39:13","16:49:13","abort","Alex;Wil Esteban;Lev;Sarah","Alex;Wil Esteban;Lev;Sarah","Miravalles","T","TAB_2022-03-21,16:39:13","16:44:14","Foraging - Tree","25% or less Visible","TAB","FORAGE","Tree",NA,NA,NA,0,0,"39FF7BB5-6159-4FC5-B05B-3DB10706BC43","v4.1","v4.1","2022-03-21,16:17:52",NA,"2022-03-21,16:44:14"
2022-03-21,"16:17:52","16:39:13","16:49:13","abort","Alex;Wil Esteban;Lev;Sarah","Alex;Wil Esteban;Lev;Sarah","Miravalles","T","TAB_2022-03-21,16:39:13","16:44:14","Foraging - Tree","25% or less Visible","TER",NA,NA,NA,NA,NA,-3.599999905,3.894915104,"39FF7BB5-6159-4FC5-B05B-3DB10706BC43","v4.1","v4.1","2022-03-21,16:17:52",NA,"2022-03-21,16:44:14"
2022-03-21,"16:17:52","16:39:13","16:49:13","abort","Alex;Wil Esteban;Lev;Sarah","Alex;Wil Esteban;Lev;Sarah","Miravalles","T","TAB_2022-03-21,16:39:13","16:44:14","Foraging - Tree","25% or less Visible","PEQ",NA,NA,NA,NA,NA,-1.952542305,0.26440677,"39FF7BB5-6159-4FC5-B05B-3DB10706BC43","v4.1","v4.1","2022-03-21,16:17:52",NA,"2022-03-21,16:44:14"
2022-03-22,"05:42:15","13:02:06","13:03:55","abort","Alex;Wil Esteban","Alex;Wil Esteban","Miravalles","T","PES_2022-03-22,13:02:06","13:02:06","Socializing","26 - 50% Visible","PES","TRAVEL","Tree",NA,NA,NA,0,0,"39FF7BB5-6159-4FC5-B05B-3DB10706BC43","v4.1","v4.1","2022-03-22,05:42:15",NA,"2022-03-22,13:02:06"
2022-03-23,"05:29:36","06:50:29","06:52:17","abort","Wil Esteban;Lev;Lara;Sarah","Lev","Miravalles","T","TRU_2022-03-23,06:50:29","06:50:29","Forage/Travel","26 - 50% Visible","TRU","TRAVEL","Tree",NA,NA,NA,0,0,"39FF7BB5-6159-4FC5-B05B-3DB10706BC43","v4.1","v4.1","2022-03-23,05:29:36",NA,"2022-03-23,06:50:29"
2022-03-23,"05:29:36","09:33:41","09:38:56","abort","Wil Esteban;Lev;Lara;Sarah","Lev","Miravalles","T","PUC_2022-03-23,09:33:41","09:33:41","Resting","25% or less Visible","PUC","SELF-DIRECTED","Grooming",NA,NA,NA,0,0,"39FF7BB5-6159-4FC5-B05B-3DB10706BC43","v4.1","v4.1","2022-03-23,05:29:36",NA,"2022-03-23,09:33:41"
2022-03-24,"14:04:45","15:17:05","15:24:50","abort","Lev;Sarah","Lev","Miravalles","T","TAN_2022-03-24,15:17:05","15:17:05","Resting","25% or less Visible","TAN","SOCIAL","Aggression observer",NA,NA,NA,0,0,"39FF7BB5-6159-4FC5-B05B-3DB10706BC43","v4.1","v4.1","2022-03-24,14:04:45",NA,"2022-03-24,15:17:05"
2022-03-24,"14:04:45","15:17:05","15:24:50","abort","Lev;Sarah","Lev","Miravalles","T","TAN_2022-03-24,15:17:05","15:17:05","Resting","25% or less Visible","PED",NA,NA,NA,NA,NA,-2.155932188,0.030508474,"39FF7BB5-6159-4FC5-B05B-3DB10706BC43","v4.1","v4.1","2022-03-24,14:04:45",NA,"2022-03-24,15:17:05"
2022-03-24,"14:04:45","15:17:05","15:24:50","abort","Lev;Sarah","Lev","Miravalles","T","TAN_2022-03-24,15:17:05","15:22:06","Foraging - Tree","25% or less Visible","TAN","FORAGE","Tree",NA,NA,NA,0,0,"39FF7BB5-6159-4FC5-B05B-3DB10706BC43","v4.1","v4.1","2022-03-24,14:04:45",NA,"2022-03-24,15:22:06"
2022-03-25,"05:39:26","06:52:05","07:02:05","abort","Lev;Sarah","Lev;Sarah","Miravalles","T","TRU_2022-03-25,06:52:05","06:52:05","Foraging - Tree","25% or less Visible","TRU","FEED",NA,NA,NA,NA,0,0,"39FF7BB5-6159-4FC5-B05B-3DB10706BC43","v4.1","v4.1","2022-03-25,05:39:26",NA,"2022-03-25,06:52:05"
2022-03-25,"05:39:26","06:52:05","07:02:05","abort","Lev;Sarah","Lev;Sarah","Miravalles","T","TRU_2022-03-25,06:52:05","06:57:06","Foraging - Tree","25% or less Visible","TRU","VIGILANT",NA,NA,NA,NA,0,0,"39FF7BB5-6159-4FC5-B05B-3DB10706BC43","v4.1","v4.1","2022-03-25,05:39:26",NA,"2022-03-25,06:57:06"
